Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Max,Min,If,if,ifs
4/19/2014,19,April,2014,29,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
4/19/2016,19,April,2016,29,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/8/2016,8,May,2016,29,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
12/31/2015,31,December,2015,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
1/12/2014,12,January,2014,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
1/12/2016,12,January,2016,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
4/18/2014,18,April,2014,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
4/18/2016,18,April,2016,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
2/9/2014,9,February,2014,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
2/9/2016,9,February,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
6/19/2016,19,June,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
8/1/2015,1,August,2015,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
9/13/2015,13,September,2015,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
12/4/2013,4,December,2013,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
1/25/2014,25,January,2014,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
1/25/2016,25,January,2016,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
3/15/2014,15,March,2014,27,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
10/7/2013,7,October,2013,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
11/14/2013,14,November,2013,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
11/14/2015,14,November,2015,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
3/22/2016,22,March,2016,26,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
9/14/2013,14,September,2013,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
9/14/2015,14,September,2015,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
10/15/2015,15,October,2015,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
9/3/2013,3,September,2013,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
9/3/2015,3,September,2015,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
10/1/2013,1,October,2013,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
10/1/2015,1,October,2015,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/8/2014,8,May,2014,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/8/2016,8,May,2016,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/14/2014,14,May,2014,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/14/2016,14,May,2016,25,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
9/20/2013,20,September,2013,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
9/20/2015,20,September,2015,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/27/2016,27,May,2016,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
9/8/2013,8,September,2013,25,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
9/8/2015,8,September,2015,25,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
10/17/2015,17,October,2015,24,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
12/31/2015,31,December,2015,24,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
5/26/2016,26,May,2016,24,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
6/11/2016,11,June,2016,24,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
11/27/2013,27,November,2013,24,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
8/3/2015,3,August,2015,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
1/2/2014,2,January,2014,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
1/2/2016,2,January,2016,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,,,,,
10/14/2013,14,October,2013,23,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
10/14/2015,14,October,2015,23,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
1/28/2016,28,January,2016,23,Youth (<25),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
3/6/2016,6,March,2016,23,Youth (<25),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
8/7/2015,7,August,2015,23,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
8/29/2013,29,August,2013,23,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
8/29/2015,29,August,2015,23,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
1/18/2014,18,January,2014,22,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
1/18/2016,18,January,2016,22,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
2/6/2014,6,February,2014,22,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
2/6/2016,6,February,2016,22,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
6/18/2014,18,June,2014,22,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
9/14/2015,14,September,2015,22,Youth (<25),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
2/5/2016,5,February,2016,21,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
2/27/2014,27,February,2014,20,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
2/27/2016,27,February,2016,20,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
4/15/2014,15,April,2014,20,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
4/15/2016,15,April,2016,20,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,,,,,
5/6/2014,6,May,2014,19,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,,,,,
2/26/2016,26,February,2016,19,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
3/22/2016,22,March,2016,17,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,,,,,
2/16/2014,16,February,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,1,12,33,21,12,33,,,,,
4/3/2014,3,April,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,1,12,33,21,12,33,,,,,
4/3/2016,3,April,2016,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,1,12,33,21,12,33,,,,,
10/5/2015,5,October,2015,24,Youth (<25),F,United States,Arizona,Accessories,Tires and Tubes,HL Road Tire,1,12,33,21,12,33,,,,,
10/13/2013,13,October,2013,60,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,21,18,39,,,,,
8/8/2013,8,August,2013,33,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,21,18,39,,,,,
10/8/2015,8,October,2015,51,Adults (35-64),F,France,Seine Saint Denis,Clothing,Gloves,"Half-Finger Gloves, M",2,9,24,21,18,39,,,,,
8/14/2013,14,August,2013,36,Adults (35-64),M,France,Seine Saint Denis,Clothing,Gloves,"Half-Finger Gloves, M",2,9,24,21,18,39,,,,,
1/15/2016,15,January,2016,29,Young Adults (25-34),F,Australia,Tasmania,Clothing,Gloves,"Half-Finger Gloves, S",2,9,24,21,18,39,,,,,
4/18/2016,18,April,2016,28,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Gloves,"Half-Finger Gloves, L",2,9,24,21,18,39,,,,,
3/3/2016,3,March,2016,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Gloves,"Half-Finger Gloves, L",2,9,24,21,18,39,,,,,
7/24/2014,24,July,2014,60,Adults (35-64),F,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,2,8,22,21,16,37,,,,,
11/21/2015,21,November,2015,58,Adults (35-64),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,2,8,22,21,16,37,,,,,
11/12/2013,12,November,2013,28,Young Adults (25-34),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,2,8,22,21,16,37,,,,,
1/10/2014,10,January,2014,24,Youth (<25),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,2,8,22,21,16,37,,,,,
1/18/2014,18,January,2014,43,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
1/24/2014,24,January,2014,36,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
10/2/2013,2,October,2013,32,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
10/2/2015,2,October,2015,32,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
12/19/2013,19,December,2013,32,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
4/12/2014,12,April,2014,21,Youth (<25),F,France,Moselle,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
11/21/2013,21,November,2013,18,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,2,8,21,21,16,37,,,,,
1/30/2014,30,January,2014,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37,,,,,
1/30/2016,30,January,2016,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37,,,,,
8/13/2013,13,August,2013,45,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
6/25/2016,25,June,2016,44,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
10/15/2015,15,October,2015,42,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
3/18/2016,18,March,2016,42,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
6/1/2016,1,June,2016,42,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37,,,,,
12/6/2013,6,December,2013,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
2/16/2014,16,February,2014,30,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
2/16/2016,16,February,2016,30,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
10/12/2015,12,October,2015,24,Youth (<25),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
5/13/2014,13,May,2014,19,Youth (<25),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37,,,,,
8/5/2015,5,August,2015,17,Youth (<25),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41,,,,,
5/31/2014,31,May,2014,62,Adults (35-64),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
3/28/2014,28,March,2014,55,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
6/15/2014,15,June,2014,51,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
9/23/2013,23,September,2013,51,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
1/19/2014,19,January,2014,50,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
1/15/2016,15,January,2016,49,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
9/14/2013,14,September,2013,49,Adults (35-64),M,France,Hauts de Seine,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
4/30/2016,30,April,2016,48,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
6/6/2016,6,June,2016,47,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
12/19/2015,19,December,2015,47,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
6/11/2014,11,June,2014,47,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
6/17/2014,17,June,2014,46,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
2/6/2014,6,February,2014,46,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
2/6/2016,6,February,2016,46,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
1/11/2016,11,January,2016,46,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
1/18/2016,18,January,2016,46,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
10/3/2013,3,October,2013,45,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
4/7/2014,7,April,2014,44,Adults (35-64),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
5/2/2014,2,May,2014,44,Adults (35-64),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
5/2/2016,2,May,2016,44,Adults (35-64),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,28,7,9,21,196,217,,,,,
11/2/2015,2,November,2015,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
11/19/2015,19,November,2015,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
4/22/2016,22,April,2016,43,Adults (35-64),F,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
7/1/2016,1,July,2016,42,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
1/3/2014,3,January,2014,42,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
1/29/2016,29,January,2016,42,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
6/30/2016,30,June,2016,42,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
10/22/2015,22,October,2015,42,Adults (35-64),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
12/15/2013,15,December,2013,41,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,28,7,9,21,196,217,,,,,
5/12/2014,12,May,2014,41,Adults (35-64),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
1/23/2016,23,January,2016,40,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
5/13/2016,13,May,2016,40,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
8/8/2013,8,August,2013,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
8/8/2015,8,August,2015,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
11/3/2013,3,November,2013,40,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
3/21/2016,21,March,2016,39,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
5/5/2014,5,May,2014,38,Adults (35-64),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
5/5/2016,5,May,2016,38,Adults (35-64),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
11/21/2013,21,November,2013,37,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/19/2013,19,December,2013,36,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
12/19/2015,19,December,2015,36,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
5/25/2014,25,May,2014,36,Adults (35-64),M,Australia,Tasmania,Clothing,Socks,"Racing Socks, L",5,3,9,21,15,36,,,,,
2/2/2014,2,February,2014,35,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
7/29/2014,29,July,2014,35,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
2/7/2014,7,February,2014,35,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
12/25/2013,25,December,2013,33,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
2/7/2016,7,February,2016,33,Young Adults (25-34),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
11/24/2013,24,November,2013,33,Young Adults (25-34),M,Germany,Bayern,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
2/22/2016,22,February,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
5/14/2016,14,May,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
6/12/2016,12,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
6/14/2014,14,June,2014,32,Young Adults (25-34),M,France,Essonne,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
11/12/2015,12,November,2015,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
4/1/2014,1,April,2014,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
4/1/2016,1,April,2016,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
6/15/2016,15,June,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
4/2/2014,2,April,2014,30,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
5/24/2014,24,May,2014,30,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
9/23/2015,23,September,2015,30,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
5/31/2014,31,May,2014,30,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
8/12/2015,12,August,2015,30,Young Adults (25-34),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
5/10/2014,10,May,2014,30,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
11/22/2015,22,November,2015,29,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/27/2013,27,December,2013,29,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/27/2015,27,December,2015,29,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/27/2015,27,December,2015,29,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
8/12/2013,12,August,2013,29,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/2/2013,2,December,2013,29,Young Adults (25-34),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
5/15/2014,15,May,2014,28,Young Adults (25-34),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
6/21/2016,21,June,2016,28,Young Adults (25-34),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
12/1/2015,1,December,2015,28,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,,,,,
12/5/2013,5,December,2013,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
10/19/2013,19,October,2013,28,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
2/23/2014,23,February,2014,28,Young Adults (25-34),F,France,Essonne,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
11/1/2013,1,November,2013,27,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,,,,,
1/12/2016,12,January,2016,27,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,25,7,9,21,175,196,,,,,
12/13/2013,13,December,2013,27,Young Adults (25-34),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
12/13/2015,13,December,2015,27,Young Adults (25-34),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
3/9/2016,9,March,2016,25,Young Adults (25-34),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,13,7,9,21,91,112,,,,,
9/27/2015,27,September,2015,25,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,28,7,9,21,196,217,,,,,
1/9/2014,9,January,2014,25,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
1/9/2016,9,January,2016,25,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224,,,,,
12/28/2015,28,December,2015,24,Youth (<25),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,,,,,
7/30/2013,30,July,2013,24,Youth (<25),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,15,7,9,21,105,126,,,,,
